date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:52:20	43277/43277	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:20%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1405100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1405100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1405100.html?cgid=mens-pants-shorts)
17:52:21	42561/42561	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:21%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1410100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1410100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1410100.html?cgid=mens-pants-shorts)
17:52:22	42417/42417	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:22%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1425100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1425100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1425100.html?cgid=mens-pants-shorts)
17:52:23	41921/41921	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:23%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1431100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1431100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1431100.html?cgid=mens-pants-shorts)
17:52:24	42466/42466	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:24%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1436100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1436100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1436100.html?cgid=mens-pants-shorts)
17:52:28	43618/43618	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:25%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1438100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1438100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1438100.html?cgid=mens-pants-shorts)
17:52:29	43044/43044	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:28%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1445100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1445100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1445100.html?cgid=mens-pants-shorts)
17:52:29	42566/42566	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:29%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1451100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1451100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1451100.html?cgid=mens-pants-shorts)
17:52:30	42195/42195	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:29%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1453100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1453100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1453100.html?cgid=mens-pants-shorts)
17:52:31	42424/42424	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:31%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1461100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1461100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1461100.html?cgid=mens-pants-shorts)
